lga,indicator,percentage,vic_point_est,vic_lower,vic_upper,comparison
Greater Dandenong (C),Had a mammogram to detect cancer in last 2 years,91.30551,79.2266,77.66267,80.70823,Significantly higher
Greater Geelong (C),Obese,21.69022,19.26897,18.58293,19.97411,Significantly higher
Greater Geelong (C),Overweight,49.88419,50.80429,49.90919,51.69888,Significantly lower
Greater Geelong (C),Daily consumer of sugar sweetened soft drinks,8.744393,10.09867,9.516874,10.71183,Significantly lower
Greater Geelong (C),Take away food consumed >1 day/week,11.97547,15.2893,14.59565,16.00974,Significantly lower
Greater Geelong (C),Sedentary (inactive),1.279074,2.539791,2.256574,2.857514,Significantly lower
Greater Geelong (C),Insufficiently physically active,41.29031,44.08774,43.18836,44.99101,Significantly lower
Greater Geelong (C),Complied with vegetable consumption guidelines,6.889306,5.388293,5.0284,5.77238,Significantly higher
Greater Geelong (C),Complied with fruit consumption guidelines,47.12519,43.19355,42.28772,44.10395,Significantly higher
Greater Geelong (C),Daily smoker,13.71126,12.42754,11.80477,13.0783,Significantly higher
Greater Geelong (C),Current (i.e. daily or occasional smoker),18.06174,16.741,16.03742,17.46903,Significantly higher
Greater Geelong (C),Increased lifetime risk of alcohol related harm,65.94166,59.48907,58.59407,60.37781,Significantly higher
Greater Geelong (C),Incr. risk of injury from a single occasion of drinking,50.0319,42.98549,42.10708,43.86834,Significantly higher
Greater Geelong (C),Fair or poor self reported health,18.55382,20.28965,19.55869,21.04079,Significantly lower
Greater Geelong (C),Low or medium life satisfaction,21.19869,20.45532,19.69321,21.23913,Not sig. diff.
Greater Geelong (C),High or very high levels of psychological distress,18.02,15.43,14.75,16.14,Significantly higher
Greater Geelong (C),Doctor diagnosed hypertension,26.21915,25.42567,24.74985,26.11354,Significantly higher
Greater Geelong (C),Anxiety or depression,30.80387,27.36389,26.566,28.17655,Significantly higher
Greater Geelong (C),Arthritis,17.31722,20.54975,19.97896,21.13254,Significantly lower
Greater Geelong (C),Asthma ever diagnosed,20.66847,19.9574,19.24135,20.69326,Not sig. diff.
Greater Geelong (C),Cancer,6.283685,8.055676,7.650898,8.479904,Significantly lower
Greater Geelong (C),Type 2 diabetes,4.956098,5.452335,5.114101,5.81157,Significantly lower
Greater Geelong (C),Heart disease,7.157738,6.74474,6.381202,7.127412,Significantly higher
Greater Geelong (C),Osteoporosis,4.52334,5.669229,5.326293,6.032838,Significantly lower
Greater Geelong (C),Stroke,2.623033,2.364184,2.142138,2.608632,Significantly higher
Greater Geelong (C),Two or more chronic diseases,24.09768,25.48854,24.80298,26.18645,Significantly lower
Greater Geelong (C),Had a blood lipids test in last 2 years,53.3173,56.78789,55.95063,57.62128,Significantly lower
Greater Geelong (C),Had a blood pressure test in last 2 years,79.40203,79.5963,78.80486,80.36555,Not sig. diff.
Greater Geelong (C),Had a blood glucose test in last 2 years,45.82679,50.72365,49.86354,51.58334,Significantly lower
Greater Geelong (C),Had a faecal occult blood test 50 years of age,61.69445,60.14296,58.76671,61.50336,Significantly higher
Greater Geelong (C),Had a bowel exam to detect cancer last 5 years,47.83626,46.75256,45.59576,47.91285,Not sig. diff.
Greater Geelong (C),Had a mammogram to detect cancer in last 2 years,80.60178,79.2266,77.66267,80.70823,Not sig. diff.
Greater Shepparton (C),Obese,30.85428,19.26897,18.58293,19.97411,Significantly higher
Greater Shepparton (C),Overweight,64.98367,50.80429,49.90919,51.69888,Significantly higher
Greater Shepparton (C),Daily consumer of sugar sweetened soft drinks,12.45357,10.09867,9.516874,10.71183,Significantly higher
Greater Shepparton (C),Take away food consumed >1 day/week,4.572332,15.2893,14.59565,16.00974,Significantly lower
Greater Shepparton (C),Sedentary (inactive),2.670081,2.539791,2.256574,2.857514,Not sig. diff.
Greater Shepparton (C),Insufficiently physically active,46.08454,44.08774,43.18836,44.99101,Significantly higher
Greater Shepparton (C),Complied with vegetable consumption guidelines,4.240123,5.388293,5.0284,5.77238,Significantly lower
Greater Shepparton (C),Complied with fruit consumption guidelines,33.37075,43.19355,42.28772,44.10395,Significantly lower
Greater Shepparton (C),Daily smoker,13.18351,12.42754,11.80477,13.0783,Significantly higher
Greater Shepparton (C),Current (i.e. daily or occasional smoker),16.72877,16.741,16.03742,17.46903,Not sig. diff.
Greater Shepparton (C),Increased lifetime risk of alcohol related harm,59.5588,59.48907,58.59407,60.37781,Not sig. diff.
Greater Shepparton (C),Incr. risk of injury from a single occasion of drinking,42.36705,42.98549,42.10708,43.86834,Not sig. diff.
Greater Shepparton (C),Fair or poor self reported health,19.78803,20.28965,19.55869,21.04079,Not sig. diff.
Greater Shepparton (C),Low or medium life satisfaction,22.5153,20.45532,19.69321,21.23913,Significantly higher
Greater Shepparton (C),High or very high levels of psychological distress,17.37,15.43,14.75,16.14,Significantly higher
Greater Shepparton (C),Doctor diagnosed hypertension,31.16744,25.42567,24.74985,26.11354,Significantly higher
Greater Shepparton (C),Anxiety or depression,34.43362,27.36389,26.566,28.17655,Significantly higher
Greater Shepparton (C),Arthritis,28.65477,20.54975,19.97896,21.13254,Significantly higher
Greater Shepparton (C),Asthma ever diagnosed,25.04514,19.9574,19.24135,20.69326,Significantly higher
Greater Shepparton (C),Cancer,11.18414,8.055676,7.650898,8.479904,Significantly higher
Greater Shepparton (C),Type 2 diabetes,5.703431,5.452335,5.114101,5.81157,Not sig. diff.
Greater Shepparton (C),Heart disease,10.8212,6.74474,6.381202,7.127412,Significantly higher
Greater Shepparton (C),Osteoporosis,6.628464,5.669229,5.326293,6.032838,Significantly higher
Greater Shepparton (C),Stroke,2.41818,2.364184,2.142138,2.608632,Not sig. diff.
Greater Shepparton (C),Two or more chronic diseases,34.28892,25.48854,24.80298,26.18645,Significantly higher
Greater Shepparton (C),Had a blood lipids test in last 2 years,61.99822,56.78789,55.95063,57.62128,Significantly higher
Greater Shepparton (C),Had a blood pressure test in last 2 years,82.98517,79.5963,78.80486,80.36555,Significantly higher
Greater Shepparton (C),Had a blood glucose test in last 2 years,55.12119,50.72365,49.86354,51.58334,Significantly higher
Greater Shepparton (C),Had a faecal occult blood test 50 years of age,71.62234,60.14296,58.76671,61.50336,Significantly higher
Greater Shepparton (C),Had a bowel exam to detect cancer last 5 years,51.68103,46.75256,45.59576,47.91285,Significantly higher
Greater Shepparton (C),Had a mammogram to detect cancer in last 2 years,76.36833,79.2266,77.66267,80.70823,Significantly lower
Hepburn (S),Obese,18.60803,19.26897,18.58293,19.97411,Not sig. diff.
Hepburn (S),Overweight,45.95627,50.80429,49.90919,51.69888,Significantly lower
Hepburn (S),Daily consumer of sugar sweetened soft drinks,9.083774,10.09867,9.516874,10.71183,Significantly lower
Hepburn (S),Take away food consumed >1 day/week,9.601443,15.2893,14.59565,16.00974,Significantly lower
Hepburn (S),Sedentary (inactive),1.412308,2.539791,2.256574,2.857514,Significantly lower
Hepburn (S),Insufficiently physically active,31.64394,44.08774,43.18836,44.99101,Significantly lower
Hepburn (S),Complied with vegetable consumption guidelines,7.073269,5.388293,5.0284,5.77238,Significantly higher
Hepburn (S),Complied with fruit consumption guidelines,41.05994,43.19355,42.28772,44.10395,Significantly lower
Hepburn (S),Daily smoker,15.31562,12.42754,11.80477,13.0783,Significantly higher
Hepburn (S),Current (i.e. daily or occasional smoker),16.71107,16.741,16.03742,17.46903,Not sig. diff.
Hepburn (S),Increased lifetime risk of alcohol related harm,65.74462,59.48907,58.59407,60.37781,Significantly higher
Hepburn (S),Incr. risk of injury from a single occasion of drinking,48.25331,42.98549,42.10708,43.86834,Significantly higher
Hepburn (S),Fair or poor self reported health,17.39212,20.28965,19.55869,21.04079,Significantly lower
Hepburn (S),Low or medium life satisfaction,12.26499,20.45532,19.69321,21.23913,Significantly lower
Hepburn (S),High or very high levels of psychological distress,11.96,15.43,14.75,16.14,Significantly lower
Hepburn (S),Doctor diagnosed hypertension,19.80228,25.42567,24.74985,26.11354,Significantly lower
Hepburn (S),Anxiety or depression,37.59461,27.36389,26.566,28.17655,Significantly higher
Hepburn (S),Arthritis,24.42302,20.54975,19.97896,21.13254,Significantly higher
Hepburn (S),Asthma ever diagnosed,28.4615,19.9574,19.24135,20.69326,Significantly higher
Hepburn (S),Cancer,6.630461,8.055676,7.650898,8.479904,Significantly lower
Hepburn (S),Type 2 diabetes,4.665984,5.452335,5.114101,5.81157,Significantly lower
Hepburn (S),Heart disease,8.518106,6.74474,6.381202,7.127412,Significantly higher
Hepburn (S),Osteoporosis,4.435444,5.669229,5.326293,6.032838,Significantly lower
Hepburn (S),Stroke,2.121072,2.364184,2.142138,2.608632,Significantly lower
Hepburn (S),Two or more chronic diseases,34.49798,25.48854,24.80298,26.18645,Significantly higher
Hepburn (S),Had a blood lipids test in last 2 years,44.1283,56.78789,55.95063,57.62128,Significantly lower
Hepburn (S),Had a blood pressure test in last 2 years,77.67927,79.5963,78.80486,80.36555,Significantly lower
Hepburn (S),Had a blood glucose test in last 2 years,48.42305,50.72365,49.86354,51.58334,Significantly lower
Hepburn (S),Had a faecal occult blood test 50 years of age,61.98774,60.14296,58.76671,61.50336,Significantly higher
Hepburn (S),Had a bowel exam to detect cancer last 5 years,46.50356,46.75256,45.59576,47.91285,Not sig. diff.
Hepburn (S),Had a mammogram to detect cancer in last 2 years,70.08532,79.2266,77.66267,80.70823,Significantly lower
Hindmarsh (S),Obese,28.59615,19.26897,18.58293,19.97411,Significantly higher
Hindmarsh (S),Overweight,55.29023,50.80429,49.90919,51.69888,Significantly higher
Hindmarsh (S),Daily consumer of sugar sweetened soft drinks,15.16459,10.09867,9.516874,10.71183,Significantly higher
Hindmarsh (S),Take away food consumed >1 day/week,16.78304,15.2893,14.59565,16.00974,Significantly higher
Hindmarsh (S),Sedentary (inactive),1.374533,2.539791,2.256574,2.857514,Significantly lower
Hindmarsh (S),Insufficiently physically active,46.84008,44.08774,43.18836,44.99101,Significantly higher
Hindmarsh (S),Complied with vegetable consumption guidelines,6.208863,5.388293,5.0284,5.77238,Significantly higher
Hindmarsh (S),Complied with fruit consumption guidelines,36.86272,43.19355,42.28772,44.10395,Significantly lower
Hindmarsh (S),Daily smoker,17.72821,12.42754,11.80477,13.0783,Significantly higher
Hindmarsh (S),Current (i.e. daily or occasional smoker),18.71514,16.741,16.03742,17.46903,Significantly higher
Hindmarsh (S),Increased lifetime risk of alcohol related harm,58.93636,59.48907,58.59407,60.37781,Not sig. diff.
Hindmarsh (S),Incr. risk of injury from a single occasion of drinking,47.22676,42.98549,42.10708,43.86834,Significantly higher
Hindmarsh (S),Fair or poor self reported health,23.23831,20.28965,19.55869,21.04079,Significantly higher
Hindmarsh (S),Low or medium life satisfaction,22.75728,20.45532,19.69321,21.23913,Significantly higher
Hindmarsh (S),High or very high levels of psychological distress,13.79,15.43,14.75,16.14,Significantly lower
Hindmarsh (S),Doctor diagnosed hypertension,26.78573,25.42567,24.74985,26.11354,Significantly higher
Hindmarsh (S),Anxiety or depression,29.67206,27.36389,26.566,28.17655,Significantly higher
Hindmarsh (S),Arthritis,28.63891,20.54975,19.97896,21.13254,Significantly higher
Hindmarsh (S),Asthma ever diagnosed,25.89387,19.9574,19.24135,20.69326,Significantly higher
Hindmarsh (S),Cancer,9.593369,8.055676,7.650898,8.479904,Significantly higher
Hindmarsh (S),Type 2 diabetes,4.604098,5.452335,5.114101,5.81157,Significantly lower
Hindmarsh (S),Heart disease,8.933333,6.74474,6.381202,7.127412,Significantly higher
Hindmarsh (S),Osteoporosis,7.594219,5.669229,5.326293,6.032838,Significantly higher
Hindmarsh (S),Stroke,4.804074,2.364184,2.142138,2.608632,Significantly higher
Hindmarsh (S),Two or more chronic diseases,35.52459,25.48854,24.80298,26.18645,Significantly higher
Hindmarsh (S),Had a blood lipids test in last 2 years,53.8006,56.78789,55.95063,57.62128,Significantly lower
Hindmarsh (S),Had a blood pressure test in last 2 years,85.52699,79.5963,78.80486,80.36555,Significantly higher
Hindmarsh (S),Had a blood glucose test in last 2 years,51.10097,50.72365,49.86354,51.58334,Not sig. diff.
Hindmarsh (S),Had a faecal occult blood test 50 years of age,68.30769,60.14296,58.76671,61.50336,Significantly higher
Hindmarsh (S),Had a bowel exam to detect cancer last 5 years,48.39574,46.75256,45.59576,47.91285,Significantly higher
Hindmarsh (S),Had a mammogram to detect cancer in last 2 years,79.25385,79.2266,77.66267,80.70823,Not sig. diff.
Hobsons Bay (C),Obese,16.89245,19.26897,18.58293,19.97411,Significantly lower
Hobsons Bay (C),Overweight,53.67653,50.80429,49.90919,51.69888,Significantly higher
Hobsons Bay (C),Daily consumer of sugar sweetened soft drinks,7.55932,10.09867,9.516874,10.71183,Significantly lower
Hobsons Bay (C),Take away food consumed >1 day/week,14.5069,15.2893,14.59565,16.00974,Significantly lower
Hobsons Bay (C),Sedentary (inactive),2.307188,2.539791,2.256574,2.857514,Not sig. diff.
Hobsons Bay (C),Insufficiently physically active,41.7159,44.08774,43.18836,44.99101,Significantly lower
Hobsons Bay (C),Complied with vegetable consumption guidelines,7.224248,5.388293,5.0284,5.77238,Significantly higher
Hobsons Bay (C),Complied with fruit consumption guidelines,43.79617,43.19355,42.28772,44.10395,Not sig. diff.
Hobsons Bay (C),Daily smoker,9.026369,12.42754,11.80477,13.0783,Significantly lower
Hobsons Bay (C),Current (i.e. daily or occasional smoker),12.96348,16.741,16.03742,17.46903,Significantly lower
Hobsons Bay (C),Increased lifetime risk of alcohol related harm,61.98227,59.48907,58.59407,60.37781,Significantly higher
Hobsons Bay (C),Incr. risk of injury from a single occasion of drinking,45.9461,42.98549,42.10708,43.86834,Significantly higher
Hobsons Bay (C),Fair or poor self reported health,19.15616,20.28965,19.55869,21.04079,Significantly lower
Hobsons Bay (C),Low or medium life satisfaction,17.91824,20.45532,19.69321,21.23913,Significantly lower
Hobsons Bay (C),High or very high levels of psychological distress,12.1,15.43,14.75,16.14,Significantly lower
Hobsons Bay (C),Doctor diagnosed hypertension,22.23672,25.42567,24.74985,26.11354,Significantly lower
Hobsons Bay (C),Anxiety or depression,26.40647,27.36389,26.566,28.17655,Significantly lower
Hobsons Bay (C),Arthritis,21.2574,20.54975,19.97896,21.13254,Significantly higher
Hobsons Bay (C),Asthma ever diagnosed,23.54349,19.9574,19.24135,20.69326,Significantly higher
Hobsons Bay (C),Cancer,7.884804,8.055676,7.650898,8.479904,Not sig. diff.
Hobsons Bay (C),Type 2 diabetes,4.51214,5.452335,5.114101,5.81157,Significantly lower
Hobsons Bay (C),Heart disease,7.305983,6.74474,6.381202,7.127412,Significantly higher
Hobsons Bay (C),Osteoporosis,4.929072,5.669229,5.326293,6.032838,Significantly lower
Hobsons Bay (C),Stroke,3.449423,2.364184,2.142138,2.608632,Significantly higher
Hobsons Bay (C),Two or more chronic diseases,26.19685,25.48854,24.80298,26.18645,Significantly higher
Hobsons Bay (C),Had a blood lipids test in last 2 years,54.76884,56.78789,55.95063,57.62128,Significantly lower
Hobsons Bay (C),Had a blood pressure test in last 2 years,77.95781,79.5963,78.80486,80.36555,Significantly lower
Hobsons Bay (C),Had a blood glucose test in last 2 years,47.42659,50.72365,49.86354,51.58334,Significantly lower
