LGA_2016,Local Government Areas - 2016,SEIFAINDEXTYPE,Index Type,SEIFA_MEASURE,Measure,TIME,Time,Value,Flag Codes,Flags
26890,West Wimmera (S),IEO,Index of Education and Occupation,RWAP,Rank within Australia - Percentile,2016,2016,79,,
26890,West Wimmera (S),IEO,Index of Education and Occupation,RWSR,Rank within State or Territory,2016,2016,52,,
26890,West Wimmera (S),IEO,Index of Education and Occupation,RWSD,Rank within State or Territory - Decile,2016,2016,7,,
26890,West Wimmera (S),IEO,Index of Education and Occupation,RWSP,Rank within State or Territory - Percentile,2016,2016,65,,
26890,West Wimmera (S),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,2016,2016,902,,
26890,West Wimmera (S),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,2016,2016,1097,,
26890,West Wimmera (S),IEO,Index of Education and Occupation,URP,Usual resident population,2016,2016,3903,,
26980,Whitehorse (C),IEO,Index of Education and Occupation,SCORE,Score,2016,2016,1090,,
26980,Whitehorse (C),IEO,Index of Education and Occupation,RWAR,Rank within Australia,2016,2016,500,,
26980,Whitehorse (C),IEO,Index of Education and Occupation,RWAD,Rank within Australia - Decile,2016,2016,10,,
26980,Whitehorse (C),IEO,Index of Education and Occupation,RWAP,Rank within Australia - Percentile,2016,2016,92,,
26980,Whitehorse (C),IEO,Index of Education and Occupation,RWSR,Rank within State or Territory,2016,2016,72,,
26980,Whitehorse (C),IEO,Index of Education and Occupation,RWSD,Rank within State or Territory - Decile,2016,2016,9,,
26980,Whitehorse (C),IEO,Index of Education and Occupation,RWSP,Rank within State or Territory - Percentile,2016,2016,89,,
26980,Whitehorse (C),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,2016,2016,919,,
26980,Whitehorse (C),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,2016,2016,1204,,
26980,Whitehorse (C),IEO,Index of Education and Occupation,URP,Usual resident population,2016,2016,162078,,
27070,Whittlesea (C),IEO,Index of Education and Occupation,SCORE,Score,2016,2016,964,,
27070,Whittlesea (C),IEO,Index of Education and Occupation,RWAR,Rank within Australia,2016,2016,306,,
27070,Whittlesea (C),IEO,Index of Education and Occupation,RWAD,Rank within Australia - Decile,2016,2016,6,,
27070,Whittlesea (C),IEO,Index of Education and Occupation,RWAP,Rank within Australia - Percentile,2016,2016,57,,
27070,Whittlesea (C),IEO,Index of Education and Occupation,RWSR,Rank within State or Territory,2016,2016,29,,
27070,Whittlesea (C),IEO,Index of Education and Occupation,RWSD,Rank within State or Territory - Decile,2016,2016,4,,
27070,Whittlesea (C),IEO,Index of Education and Occupation,RWSP,Rank within State or Territory - Percentile,2016,2016,36,,
27070,Whittlesea (C),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,2016,2016,803,,
27070,Whittlesea (C),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,2016,2016,1118,,
27070,Whittlesea (C),IEO,Index of Education and Occupation,URP,Usual resident population,2016,2016,197491,,
27170,Wodonga (C),IEO,Index of Education and Occupation,SCORE,Score,2016,2016,958,,
27170,Wodonga (C),IEO,Index of Education and Occupation,RWAR,Rank within Australia,2016,2016,277,,
27170,Wodonga (C),IEO,Index of Education and Occupation,RWAD,Rank within Australia - Decile,2016,2016,6,,
27170,Wodonga (C),IEO,Index of Education and Occupation,RWAP,Rank within Australia - Percentile,2016,2016,51,,
27170,Wodonga (C),IEO,Index of Education and Occupation,RWSR,Rank within State or Territory,2016,2016,21,,
27170,Wodonga (C),IEO,Index of Education and Occupation,RWSD,Rank within State or Territory - Decile,2016,2016,3,,
27170,Wodonga (C),IEO,Index of Education and Occupation,RWSP,Rank within State or Territory - Percentile,2016,2016,26,,
27170,Wodonga (C),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,2016,2016,726,,
27170,Wodonga (C),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,2016,2016,1127,,
27170,Wodonga (C),IEO,Index of Education and Occupation,URP,Usual resident population,2016,2016,39351,,
27260,Wyndham (C),IEO,Index of Education and Occupation,SCORE,Score,2016,2016,985,,
27260,Wyndham (C),IEO,Index of Education and Occupation,RWAR,Rank within Australia,2016,2016,382,,
27260,Wyndham (C),IEO,Index of Education and Occupation,RWAD,Rank within Australia - Decile,2016,2016,7,,
27260,Wyndham (C),IEO,Index of Education and Occupation,RWAP,Rank within Australia - Percentile,2016,2016,70,,
27260,Wyndham (C),IEO,Index of Education and Occupation,RWSR,Rank within State or Territory,2016,2016,44,,
27260,Wyndham (C),IEO,Index of Education and Occupation,RWSD,Rank within State or Territory - Decile,2016,2016,6,,
27260,Wyndham (C),IEO,Index of Education and Occupation,RWSP,Rank within State or Territory - Percentile,2016,2016,55,,
27260,Wyndham (C),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,2016,2016,683,,
27260,Wyndham (C),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,2016,2016,1129,,
27260,Wyndham (C),IEO,Index of Education and Occupation,URP,Usual resident population,2016,2016,217122,,
27350,Yarra (C),IEO,Index of Education and Occupation,SCORE,Score,2016,2016,1131,,
27350,Yarra (C),IEO,Index of Education and Occupation,RWAR,Rank within Australia,2016,2016,519,,
27350,Yarra (C),IEO,Index of Education and Occupation,RWAD,Rank within Australia - Decile,2016,2016,10,,
27350,Yarra (C),IEO,Index of Education and Occupation,RWAP,Rank within Australia - Percentile,2016,2016,96,,
27350,Yarra (C),IEO,Index of Education and Occupation,RWSR,Rank within State or Territory,2016,2016,75,,
27350,Yarra (C),IEO,Index of Education and Occupation,RWSD,Rank within State or Territory - Decile,2016,2016,10,,
27350,Yarra (C),IEO,Index of Education and Occupation,RWSP,Rank within State or Territory - Percentile,2016,2016,93,,
27350,Yarra (C),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,2016,2016,658,,
27350,Yarra (C),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,2016,2016,1222,,
27350,Yarra (C),IEO,Index of Education and Occupation,URP,Usual resident population,2016,2016,86657,,
27450,Yarra Ranges (S),IEO,Index of Education and Occupation,SCORE,Score,2016,2016,1005,,
27450,Yarra Ranges (S),IEO,Index of Education and Occupation,RWAR,Rank within Australia,2016,2016,426,,
27450,Yarra Ranges (S),IEO,Index of Education and Occupation,RWAD,Rank within Australia - Decile,2016,2016,8,,
27450,Yarra Ranges (S),IEO,Index of Education and Occupation,RWAP,Rank within Australia - Percentile,2016,2016,79,,
27450,Yarra Ranges (S),IEO,Index of Education and Occupation,RWSR,Rank within State or Territory,2016,2016,51,,
27450,Yarra Ranges (S),IEO,Index of Education and Occupation,RWSD,Rank within State or Territory - Decile,2016,2016,7,,
27450,Yarra Ranges (S),IEO,Index of Education and Occupation,RWSP,Rank within State or Territory - Percentile,2016,2016,63,,
27450,Yarra Ranges (S),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,2016,2016,826,,
27450,Yarra Ranges (S),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,2016,2016,1238,,
27450,Yarra Ranges (S),IEO,Index of Education and Occupation,URP,Usual resident population,2016,2016,149537,,
27630,Yarriambiack (S),IEO,Index of Education and Occupation,SCORE,Score,2016,2016,964,,
27630,Yarriambiack (S),IEO,Index of Education and Occupation,RWAR,Rank within Australia,2016,2016,305,,
27630,Yarriambiack (S),IEO,Index of Education and Occupation,RWAD,Rank within Australia - Decile,2016,2016,6,,
27630,Yarriambiack (S),IEO,Index of Education and Occupation,RWAP,Rank within Australia - Percentile,2016,2016,56,,
27630,Yarriambiack (S),IEO,Index of Education and Occupation,RWSR,Rank within State or Territory,2016,2016,28,,
27630,Yarriambiack (S),IEO,Index of Education and Occupation,RWSD,Rank within State or Territory - Decile,2016,2016,4,,
27630,Yarriambiack (S),IEO,Index of Education and Occupation,RWSP,Rank within State or Territory - Percentile,2016,2016,35,,
27630,Yarriambiack (S),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,2016,2016,866,,
27630,Yarriambiack (S),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,2016,2016,1132,,
27630,Yarriambiack (S),IEO,Index of Education and Occupation,URP,Usual resident population,2016,2016,6674,,
29399,Unincorporated Vic,IEO,Index of Education and Occupation,SCORE,Score,2016,2016,1028,,
29399,Unincorporated Vic,IEO,Index of Education and Occupation,RWAR,Rank within Australia,2016,2016,456,,
29399,Unincorporated Vic,IEO,Index of Education and Occupation,RWAD,Rank within Australia - Decile,2016,2016,9,,
29399,Unincorporated Vic,IEO,Index of Education and Occupation,RWAP,Rank within Australia - Percentile,2016,2016,84,,
29399,Unincorporated Vic,IEO,Index of Education and Occupation,RWSR,Rank within State or Territory,2016,2016,59,,
29399,Unincorporated Vic,IEO,Index of Education and Occupation,RWSD,Rank within State or Territory - Decile,2016,2016,8,,
29399,Unincorporated Vic,IEO,Index of Education and Occupation,RWSP,Rank within State or Territory - Percentile,2016,2016,73,,
29399,Unincorporated Vic,IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,2016,2016,960,,
29399,Unincorporated Vic,IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,2016,2016,1090,,
29399,Unincorporated Vic,IEO,Index of Education and Occupation,URP,Usual resident population,2016,2016,876,,
20110,Alpine (S),IER,Index of Economic Resources,SCORE,Score,2016,2016,987,,
20110,Alpine (S),IER,Index of Economic Resources,RWAR,Rank within Australia,2016,2016,291,,
20110,Alpine (S),IER,Index of Economic Resources,RWAD,Rank within Australia - Decile,2016,2016,6,,
20110,Alpine (S),IER,Index of Economic Resources,RWAP,Rank within Australia - Percentile,2016,2016,54,,
20110,Alpine (S),IER,Index of Economic Resources,RWSR,Rank within State or Territory,2016,2016,39,,
20110,Alpine (S),IER,Index of Economic Resources,RWSD,Rank within State or Territory - Decile,2016,2016,5,,
20110,Alpine (S),IER,Index of Economic Resources,RWSP,Rank within State or Territory - Percentile,2016,2016,49,,
20110,Alpine (S),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,2016,2016,882,,
20110,Alpine (S),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,2016,2016,1069,,
20110,Alpine (S),IER,Index of Economic Resources,URP,Usual resident population,2016,2016,12337,,
20260,Ararat (RC),IER,Index of Economic Resources,SCORE,Score,2016,2016,961,,
20260,Ararat (RC),IER,Index of Economic Resources,RWAR,Rank within Australia,2016,2016,156,,
20260,Ararat (RC),IER,Index of Economic Resources,RWAD,Rank within Australia - Decile,2016,2016,3,,
20260,Ararat (RC),IER,Index of Economic Resources,RWAP,Rank within Australia - Percentile,2016,2016,29,,
20260,Ararat (RC),IER,Index of Economic Resources,RWSR,Rank within State or Territory,2016,2016,14,,
20260,Ararat (RC),IER,Index of Economic Resources,RWSD,Rank within State or Territory - Decile,2016,2016,2,,
20260,Ararat (RC),IER,Index of Economic Resources,RWSP,Rank within State or Territory - Percentile,2016,2016,18,,
20260,Ararat (RC),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,2016,2016,779,,
20260,Ararat (RC),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,2016,2016,1116,,
20260,Ararat (RC),IER,Index of Economic Resources,URP,Usual resident population,2016,2016,11600,,
20570,Ballarat (C),IER,Index of Economic Resources,SCORE,Score,2016,2016,962,,
20570,Ballarat (C),IER,Index of Economic Resources,RWAR,Rank within Australia,2016,2016,164,,
20570,Ballarat (C),IER,Index of Economic Resources,RWAD,Rank within Australia - Decile,2016,2016,4,,
20570,Ballarat (C),IER,Index of Economic Resources,RWAP,Rank within Australia - Percentile,2016,2016,31,,
20570,Ballarat (C),IER,Index of Economic Resources,RWSR,Rank within State or Territory,2016,2016,18,,
20570,Ballarat (C),IER,Index of Economic Resources,RWSD,Rank within State or Territory - Decile,2016,2016,3,,
20570,Ballarat (C),IER,Index of Economic Resources,RWSP,Rank within State or Territory - Percentile,2016,2016,23,,
20570,Ballarat (C),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,2016,2016,627,,
20570,Ballarat (C),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,2016,2016,1178,,
20570,Ballarat (C),IER,Index of Economic Resources,URP,Usual resident population,2016,2016,101686,,
20660,Banyule (C),IER,Index of Economic Resources,SCORE,Score,2016,2016,1026,,
20660,Banyule (C),IER,Index of Economic Resources,RWAR,Rank within Australia,2016,2016,455,,
20660,Banyule (C),IER,Index of Economic Resources,RWAD,Rank within Australia - Decile,2016,2016,9,,
20660,Banyule (C),IER,Index of Economic Resources,RWAP,Rank within Australia - Percentile,2016,2016,84,,
20660,Banyule (C),IER,Index of Economic Resources,RWSR,Rank within State or Territory,2016,2016,65,,
20660,Banyule (C),IER,Index of Economic Resources,RWSD,Rank within State or Territory - Decile,2016,2016,9,,
20660,Banyule (C),IER,Index of Economic Resources,RWSP,Rank within State or Territory - Percentile,2016,2016,81,,
20660,Banyule (C),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,2016,2016,740,,
20660,Banyule (C),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,2016,2016,1191,,
20660,Banyule (C),IER,Index of Economic Resources,URP,Usual resident population,2016,2016,121865,,
20740,Bass Coast (S),IER,Index of Economic Resources,SCORE,Score,2016,2016,972,,
20740,Bass Coast (S),IER,Index of Economic Resources,RWAR,Rank within Australia,2016,2016,213,,
20740,Bass Coast (S),IER,Index of Economic Resources,RWAD,Rank within Australia - Decile,2016,2016,4,,
20740,Bass Coast (S),IER,Index of Economic Resources,RWAP,Rank within Australia - Percentile,2016,2016,40,,
20740,Bass Coast (S),IER,Index of Economic Resources,RWSR,Rank within State or Territory,2016,2016,27,,
20740,Bass Coast (S),IER,Index of Economic Resources,RWSD,Rank within State or Territory - Decile,2016,2016,4,,
20740,Bass Coast (S),IER,Index of Economic Resources,RWSP,Rank within State or Territory - Percentile,2016,2016,34,,
20740,Bass Coast (S),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,2016,2016,753,,
20740,Bass Coast (S),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,2016,2016,1107,,
20740,Bass Coast (S),IER,Index of Economic Resources,URP,Usual resident population,2016,2016,32804,,
20830,Baw Baw (S),IER,Index of Economic Resources,SCORE,Score,2016,2016,1011,,
20830,Baw Baw (S),IER,Index of Economic Resources,RWAR,Rank within Australia,2016,2016,404,,
20830,Baw Baw (S),IER,Index of Economic Resources,RWAD,Rank within Australia - Decile,2016,2016,8,,
20830,Baw Baw (S),IER,Index of Economic Resources,RWAP,Rank within Australia - Percentile,2016,2016,74,,
20830,Baw Baw (S),IER,Index of Economic Resources,RWSR,Rank within State or Territory,2016,2016,54,,
20830,Baw Baw (S),IER,Index of Economic Resources,RWSD,Rank within State or Territory - Decile,2016,2016,7,,
20830,Baw Baw (S),IER,Index of Economic Resources,RWSP,Rank within State or Territory - Percentile,2016,2016,67,,
20830,Baw Baw (S),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,2016,2016,809,,
20830,Baw Baw (S),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,2016,2016,1124,,
20830,Baw Baw (S),IER,Index of Economic Resources,URP,Usual resident population,2016,2016,48479,,
20910,Bayside (C),IER,Index of Economic Resources,SCORE,Score,2016,2016,1078,,
20910,Bayside (C),IER,Index of Economic Resources,RWAR,Rank within Australia,2016,2016,524,,
20910,Bayside (C),IER,Index of Economic Resources,RWAD,Rank within Australia - Decile,2016,2016,10,,
